Customer Name,Order Priority,Product Category,Product Sub-Category,Region,Ship Mode,COGS
Bobby Trafton,Low,Office Supplies,Binders and Binder Accessories,West,Regular Air,1.49
Bobby Trafton,Low,Technology,Computer Peripherals,West,Express Air,1.99
Harold Ryan,Low,Office Supplies,Paper,East,Regular Air,7.3
Rob Dowd,Low,Furniture,Bookcases,Central,Delivery Truck,35.89
William Brown,Critical,Office Supplies,Binders and Binder Accessories,South,Regular Air,19.99
William Brown,Critical,Furniture,Chairs & Chairmats,South,Regular Air,24.49
William Brown,Critical,Furniture,Office Furnishings,South,Regular Air,14.48
Karen Carlisle,Medium,Office Supplies,Binders and Binder Accessories,West,Regular Air,19.99
Marc Crier,Low,Office Supplies,Labels,South,Express Air,0.5
Toby Carlisle,Low,Office Supplies,Pens & Art Supplies,East,Regular Air,0.91
Brian Stugart,Low,Office Supplies,Storage & Organization,Central,Regular Air,9.99
Speros Goranitis,High,Furniture,Chairs & Chairmats,West,Express Air,24.49
Speros Goranitis,High,Office Supplies,Pens & Art Supplies,West,Regular Air,0.7
Xylona Price,Critical,Office Supplies,Labels,East,Regular Air,0.5
Xylona Price,Critical,Furniture,Office Furnishings,East,Express Air,8.99
Xylona Price,Critical,Office Supplies,Storage & Organization,East,Regular Air,35
Dana Kaydos,Critical,Office Supplies,Paper,Central,Regular Air,5.66
Amy Cox,Low,Office Supplies,Appliances,Central,Regular Air,4.5
Amy Cox,Low,Office Supplies,Storage & Organization,Central,Regular Air,8.74
Michelle Arnett,Medium,Technology,Telephones and Communication,Central,Regular Air,3.3
Ashley Jarboe,Not Specified,Office Supplies,Pens & Art Supplies,West,Regular Air,1.6
Troy Blackwell,Low,Office Supplies,Storage & Organization,South,Regular Air,5.1
Todd Boyes,High,Office Supplies,Labels,Central,Regular Air,0.5
Brooke Gillingham,Medium,Technology,Office Machines,West,Express Air,13.99
Brooke Gillingham,Medium,Office Supplies,Paper,West,Regular Air,0.95
Brooke Gillingham,Medium,Furniture,Tables,West,Delivery Truck,29.21
Aleksandra Gannaway,Medium,Office Supplies,"Scissors, Rulers and Trimmers",South,Express Air,3.14
Mitch Gastineau,Critical,Furniture,Chairs & Chairmats,West,Delivery Truck,30
Tim Brockman,Not Specified,Office Supplies,Labels,West,Regular Air,0.5
Christine Abelman,Low,Furniture,Office Furnishings,West,Regular Air,12.52
Christine Abelman,Low,Office Supplies,Paper,West,Regular Air,9.54
Christine Abelman,Low,Office Supplies,Paper,West,Regular Air,5.19
Cari MacIntyre,Medium,Technology,Copiers and Fax,Central,Delivery Truck,49
Cari MacIntyre,Medium,Technology,Telephones and Communication,Central,Express Air,5.99
Tracy Collins,High,Technology,Computer Peripherals,South,Regular Air,1.99
Alex Avila,Not Specified,Furniture,Office Furnishings,Central,Regular Air,8.99
Roy Phan,Low,Technology,Office Machines,West,Regular Air,24.49
Bill Donatelli,Not Specified,Furniture,Chairs & Chairmats,Central,Delivery Truck,64.2
Lena Radford,High,Furniture,Tables,East,Delivery Truck,27.75
Julie Kriz,Low,Technology,Copiers and Fax,South,Regular Air,24.49
Sanjit Jacobs,High,Office Supplies,Rubber Bands,West,Regular Air,0.7
John Dryer,High,Office Supplies,Paper,South,Regular Air,2.15
Thomas Boland,Medium,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Thomas Boland,Medium,Technology,Telephones and Communication,Central,Regular Air,8.8
Nathan Mautz,High,Office Supplies,Paper,South,Regular Air,5.06
Anthony O'Donnell,Low,Office Supplies,Paper,West,Regular Air,7.37
Guy Armstrong,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,2.4
Carol Triggs,Critical,Office Supplies,Paper,East,Express Air,8.33
Eudokia Martin,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,8.83
Frank Merwin,High,Office Supplies,Appliances,West,Regular Air,4.5
Frank Merwin,High,Office Supplies,Paper,West,Regular Air,5.82
Victoria Wilson,Low,Technology,Telephones and Communication,Central,Express Air,8.99
Victoria Wilson,Low,Office Supplies,Storage & Organization,Central,Regular Air,9.47
Victoria Wilson,Low,Office Supplies,Storage & Organization,Central,Regular Air,35
Grant Thornton,High,Office Supplies,Envelopes,West,Regular Air,6.66
Steve Chapman,Low,Office Supplies,Appliances,South,Regular Air,3.5
Steve Chapman,Low,Technology,Computer Peripherals,South,Regular Air,2.38
Steve Chapman,Low,Technology,Computer Peripherals,South,Regular Air,19.99
Steve Chapman,Low,Furniture,Bookcases,South,Delivery Truck,44.55
Muhammed MacIntyre,High,Technology,Computer Peripherals,Central,Regular Air,5.89
Katrina Bavinger,High,Office Supplies,Envelopes,Central,Regular Air,1.39
Roy Skaria,Medium,Technology,Telephones and Communication,Central,Regular Air,4.81
Brad Thomas,Low,Furniture,Office Furnishings,East,Regular Air,4.95
Brad Thomas,Low,Technology,Telephones and Communication,East,Regular Air,2.5
Brad Thomas,Low,Office Supplies,Rubber Bands,East,Regular Air,1.58
Liz MacKendrick,Not Specified,Furniture,Office Furnishings,South,Regular Air,37.58
Liz MacKendrick,Not Specified,Technology,Telephones and Communication,South,Express Air,8.99
Michelle Huthwaite,Medium,Furniture,Office Furnishings,Central,Regular Air,6.02
Luke Weiss,Low,Office Supplies,Paper,Central,Regular Air,5.17
Luke Weiss,Low,Technology,Telephones and Communication,Central,Express Air,4.99
Nat Gilpin,Medium,Furniture,Office Furnishings,Central,Regular Air,19.99
Victoria Brennan,Critical,Office Supplies,Appliances,West,Regular Air,4.5
Maribeth Dona,High,Office Supplies,Storage & Organization,South,Regular Air,4.96
Bill Stewart,Critical,Furniture,Office Furnishings,Central,Express Air,19.99
Kelly Andreada,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,8.99
Fred Harton,Critical,Furniture,Chairs & Chairmats,West,Regular Air,5.3
Fred Harton,Critical,Office Supplies,Paper,West,Regular Air,4.78
Fred Harton,Critical,Office Supplies,Rubber Bands,West,Regular Air,1.43
Chuck Clark,Medium,Technology,Office Machines,Central,Delivery Truck,48.26
Steve Carroll,High,Office Supplies,"Scissors, Rulers and Trimmers",Central,Regular Air,3.37
Ben Wallace,Low,Furniture,Tables,East,Delivery Truck,64.59
Rick Wilson,Not Specified,Furniture,Office Furnishings,Central,Regular Air,4.93
Rick Wilson,Not Specified,Office Supplies,Appliances,West,Delivery Truck,68.02
Katrina Bavinger,Critical,Furniture,Chairs & Chairmats,Central,Delivery Truck,164.73
Katrina Bavinger,Critical,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.96
Mark Packer,Not Specified,Office Supplies,Appliances,East,Regular Air,3.99
Mark Packer,Not Specified,Technology,Telephones and Communication,East,Regular Air,2.5
Anthony O'Donnell,High,Office Supplies,Appliances,West,Regular Air,3.5
Noel Staavos,Low,Office Supplies,Binders and Binder Accessories,East,Regular Air,8.49
Tom Prescott,Low,Office Supplies,"Scissors, Rulers and Trimmers",West,Regular Air,5
Tom Prescott,Low,Office Supplies,Paper,East,Regular Air,2.04
Bryan Spruell,Low,Office Supplies,Envelopes,West,Regular Air,12.39
Bryan Spruell,Low,Office Supplies,Appliances,West,Express Air,11.79
Bryan Spruell,Low,Technology,Office Machines,West,Regular Air,5.76
Richard Bierner,Critical,Office Supplies,Storage & Organization,South,Regular Air,19.99
Alan Schoenberger,Low,Furniture,Chairs & Chairmats,West,Delivery Truck,48.8
Alan Schoenberger,Low,Furniture,Chairs & Chairmats,West,Delivery Truck,45
Alan Schoenberger,Low,Office Supplies,Storage & Organization,West,Regular Air,7.07
Claudia Miner,Medium,Technology,Computer Peripherals,Central,Regular Air,5.99
Claudia Miner,Medium,Office Supplies,Paper,Central,Express Air,13.88
Claudia Miner,Medium,Office Supplies,Storage & Organization,Central,Regular Air,35
Adam Shillingsburg,Medium,Technology,Telephones and Communication,West,Express Air,7.69
Ed Braxton,Medium,Office Supplies,Pens & Art Supplies,West,Regular Air,13.89
Jas O'Carroll,High,Office Supplies,Binders and Binder Accessories,East,Regular Air,2.99
Liz Price,Medium,Technology,Computer Peripherals,South,Regular Air,1.99
Liz Price,Medium,Technology,Computer Peripherals,South,Regular Air,1.99
Patrick Bzostek,Critical,Office Supplies,Paper,West,Express Air,4.86
Patrick Bzostek,Critical,Office Supplies,Pens & Art Supplies,West,Regular Air,4.17
Patrick Bzostek,Critical,Office Supplies,Pens & Art Supplies,West,Regular Air,3.97
Brendan Dodson,Medium,Office Supplies,Storage & Organization,Central,Regular Air,4.81
Aaron Smayling,Low,Office Supplies,Labels,East,Regular Air,6.89
Peter Fuller,High,Office Supplies,Binders and Binder Accessories,South,Regular Air,6.46
Victoria Pisteka,Low,Technology,Office Machines,West,Regular Air,7.51
Alejandro Grove,Not Specified,Office Supplies,Appliances,East,Express Air,19.99
Alejandro Grove,Not Specified,Office Supplies,Envelopes,East,Regular Air,1.39
Alejandro Grove,Not Specified,Office Supplies,Storage & Organization,East,Regular Air,8.78
Valerie Dominguez,Not Specified,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.44
Valerie Dominguez,Not Specified,Office Supplies,Paper,South,Regular Air,1.3
Shaun Chance,Critical,Office Supplies,Binders and Binder Accessories,West,Express Air,19.99
Linda Southworth,Not Specified,Office Supplies,Storage & Organization,South,Regular Air,4.51
Giulietta Weimer,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,6.19
Pierre Wener,Critical,Office Supplies,Paper,East,Regular Air,9.18
Pierre Wener,Critical,Office Supplies,Labels,East,Regular Air,0.5
Mathew Reese,Critical,Technology,Computer Peripherals,East,Regular Air,7.18
Mathew Reese,Critical,Furniture,Office Furnishings,East,Regular Air,4.95
Barry Gonzalez,High,Technology,Computer Peripherals,East,Regular Air,1.99
Barry Gonzalez,High,Technology,Telephones and Communication,East,Regular Air,0.99
Anemone Ratner,Medium,Office Supplies,Paper,South,Regular Air,6.74
Alan Haines,Not Specified,Office Supplies,Binders and Binder Accessories,East,Regular Air,9.92
Alan Haines,Not Specified,Technology,Telephones and Communication,East,Regular Air,2.5
Larry Blacks,Low,Office Supplies,Appliances,South,Express Air,6.89
Larry Blacks,Low,Office Supplies,Paper,South,Regular Air,5.09
Larry Blacks,Low,Furniture,Chairs & Chairmats,South,Delivery Truck,30
Eleni McCrary,High,Office Supplies,Pens & Art Supplies,East,Regular Air,0.97
Eleni McCrary,High,Office Supplies,Labels,East,Regular Air,0.5
Dorothy Wardle,Not Specified,Office Supplies,"Scissors, Rulers and Trimmers",Central,Regular Air,7.59
Michael Oakman,Low,Furniture,Office Furnishings,South,Regular Air,7.29
Michael Oakman,Low,Office Supplies,Storage & Organization,South,Regular Air,19.99
Angele Hood,High,Furniture,Chairs & Chairmats,Central,Delivery Truck,48.8
Matt Collister,Low,Office Supplies,Appliances,South,Regular Air,4.98
Matt Collister,Low,Office Supplies,Paper,South,Regular Air,1.6
Amy Hunt,Medium,Office Supplies,Paper,South,Regular Air,6.18
Mike Caudle,Low,Technology,Computer Peripherals,Central,Regular Air,4
Mike Caudle,Low,Office Supplies,Labels,Central,Regular Air,0.5
Eleni McCrary,Not Specified,Office Supplies,Envelopes,East,Regular Air,8.29
Tamara Willingham,Not Specified,Office Supplies,Pens & Art Supplies,West,Express Air,5.37
Cynthia Voltz,Not Specified,Technology,Computer Peripherals,East,Regular Air,4
Tom Stivers,Critical,Office Supplies,Paper,East,Regular Air,5.01
Mike Pelletier,Medium,Furniture,Office Furnishings,Central,Regular Air,52.2
Patrick Ryan,Not Specified,Office Supplies,Paper,South,Regular Air,5.76
Guy Thornton,Not Specified,Office Supplies,Appliances,Central,Regular Air,3.99
Aaron Hawkins,High,Office Supplies,"Scissors, Rulers and Trimmers",East,Regular Air,3.37
Hilary Holden,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Steven Roelle,High,Office Supplies,Paper,East,Regular Air,6.6
Steven Roelle,High,Office Supplies,Rubber Bands,East,Express Air,0.7
Steven Roelle,High,Furniture,Tables,East,Delivery Truck,66.67
Steven Roelle,High,Technology,Telephones and Communication,East,Regular Air,13.99
Bart Folk,Not Specified,Technology,Computer Peripherals,East,Regular Air,5.5
Barry Gonzalez,Critical,Office Supplies,Paper,East,Regular Air,8.32
Andy Reiter,Critical,Technology,Computer Peripherals,Central,Regular Air,8.99
Paul Stevenson,Not Specified,Office Supplies,Paper,South,Regular Air,6.81
Philip Fox,High,Office Supplies,Storage & Organization,South,Regular Air,19.99
Philip Fox,High,Office Supplies,Pens & Art Supplies,East,Regular Air,8.65
Luke Weiss,Medium,Technology,Office Machines,Central,Delivery Truck,14
Luke Weiss,Medium,Technology,Telephones and Communication,Central,Regular Air,3.99
Rick Hansen,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,2.36
Bobby Trafton,Not Specified,Office Supplies,Binders and Binder Accessories,West,Regular Air,5.48
Michael Moore,High,Office Supplies,Labels,South,Regular Air,0.49
Michael Moore,High,Furniture,Tables,South,Delivery Truck,43.75
Khloe Miller,Not Specified,Office Supplies,Storage & Organization,Central,Regular Air,8.34
Seth Vernon,Low,Office Supplies,Paper,Central,Regular Air,0.8
Seth Vernon,Low,Technology,Telephones and Communication,Central,Regular Air,7.69
Rob Haberlin,Medium,Office Supplies,Appliances,East,Delivery Truck,23.19
Rob Haberlin,Medium,Office Supplies,Labels,East,Regular Air,0.5
Rob Haberlin,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Ted Butterfield,High,Technology,Telephones and Communication,East,Regular Air,5.63
Ted Butterfield,High,Furniture,Office Furnishings,East,Regular Air,5.92
Luke Schmidt,Not Specified,Office Supplies,Pens & Art Supplies,South,Express Air,1.67
Luke Schmidt,Not Specified,Office Supplies,Pens & Art Supplies,South,Regular Air,0.7
Luke Schmidt,Not Specified,Furniture,Tables,South,Regular Air,69
Erin Ashbrook,Low,Technology,Computer Peripherals,Central,Regular Air,1.99
Jim Mitchum,Not Specified,Office Supplies,Paper,Central,Regular Air,4.7
Victoria Wilson,Not Specified,Office Supplies,Paper,Central,Regular Air,2.15
Victoria Wilson,Not Specified,Furniture,Office Furnishings,Central,Regular Air,4.98
Ann Blume,Critical,Technology,Computer Peripherals,East,Regular Air,19.99
Mick Hernandez,Low,Office Supplies,Storage & Organization,East,Regular Air,11.25
Jack O'Briant,Not Specified,Technology,Computer Peripherals,South,Regular Air,4
Amy Cox,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Amy Cox,Not Specified,Furniture,Office Furnishings,Central,Regular Air,4.8
Erica Hackney,Low,Furniture,Office Furnishings,East,Regular Air,14.87
Erica Hackney,Low,Office Supplies,Binders and Binder Accessories,West,Regular Air,6.16
Nathan Mautz,High,Office Supplies,Paper,South,Express Air,5.57
Nathan Mautz,High,Office Supplies,Pens & Art Supplies,South,Express Air,2.25
Sibella Parks,Medium,Office Supplies,Labels,West,Regular Air,0.5
Randy Ferguson,High,Office Supplies,Storage & Organization,South,Regular Air,35
Ben Ferrer,Low,Office Supplies,Paper,East,Regular Air,7.44
Eva Jacobs,Medium,Office Supplies,Labels,West,Express Air,0.49
Eva Jacobs,Medium,Office Supplies,Storage & Organization,West,Regular Air,35
Eva Jacobs,Medium,Technology,Telephones and Communication,West,Regular Air,2.5
Dennis Pardue,Critical,Technology,Telephones and Communication,South,Regular Air,4.81
Dennis Pardue,Critical,Office Supplies,Paper,South,Express Air,19.99
Ken Lonsdale,High,Technology,Computer Peripherals,West,Regular Air,6.5
Ken Lonsdale,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,6.19
Sarah Foster,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Todd Sumrall,High,Furniture,Chairs & Chairmats,East,Regular Air,24.49
Todd Sumrall,High,Office Supplies,Storage & Organization,East,Regular Air,16.36
Todd Sumrall,High,Technology,Telephones and Communication,East,Express Air,1.25
Tom Boeckenhauer,Medium,Furniture,Office Furnishings,West,Regular Air,4
Pauline Webber,High,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.47
Michael Chen,Critical,Technology,Telephones and Communication,East,Regular Air,8.08
Jack Lebron,High,Office Supplies,Appliances,Central,Regular Air,49
Craig Leslie,Medium,Office Supplies,Storage & Organization,West,Express Air,19.99
Julie Creighton,Critical,Office Supplies,Binders and Binder Accessories,Central,Regular Air,2.99
Julie Creighton,Critical,Technology,Computer Peripherals,Central,Regular Air,6.5
Tracy Poddar,Medium,Office Supplies,Pens & Art Supplies,East,Regular Air,0.7
Tanja Norvell,Critical,Office Supplies,Appliances,South,Regular Air,3.5
Brendan Murry,Medium,Technology,Telephones and Communication,East,Regular Air,0.99
Brendan Murry,Medium,Office Supplies,Binders and Binder Accessories,East,Express Air,6.27
Brendan Murry,Medium,Office Supplies,Paper,East,Regular Air,4.86
Eric Barreto,Not Specified,Furniture,Tables,East,Regular Air,69
Sean O'Donnell,High,Office Supplies,Paper,East,Regular Air,1.14
Dennis Kane,Not Specified,Technology,Computer Peripherals,East,Express Air,6.13
Dean Percer,High,Furniture,Office Furnishings,East,Regular Air,21.2
Dean Percer,High,Office Supplies,Paper,East,Regular Air,2.03
Candace McMahon,Not Specified,Furniture,Office Furnishings,East,Express Air,6.85
